#Position (bp)	Coverage
1.393285755E9	0.5613511298553939
1.398553376E9	0.5747209224050098
1.403820997E9	0.6518785235308311
1.409088618E9	0.9649616022109412
1.414356239E9	0.7435411545363647
1.41962386E9	1.9891313365179462
1.424891481E9	1.1647986823653411
1.429803567E9	0.683030871376179
1.4324373775E9	0.2494536402885792
1.435426723E9	0.7340323079431873
1.440694344E9	0.6258979148272057
1.445961965E9	0.4196285192119934
1.451229586E9	0.3431120044513453
1.456497207E9	0.28575499262380494
1.461764828E9	0.282518617037938
1.467032449E9	0.2049786801290374
1.47230007E9	0.3263156176194149
1.477567691E9	2.145884071765983
1.482835312E9	0.23624212903699793
1.488102933E9	0.1704858796788911
1.493370554E9	0.07941174963043089
1.498638175E9	0.07715475354054516
1.503905796E9	0.17612352900863595
1.509173417E9	0.2142405461592624
1.514441038E9	0.17813525308673497
1.519708659E9	0.23029067580982002
1.52497628E9	0.19220820936054436
1.530243901E9	0.2294849990156847
1.535511522E9	0.24393725364827878
1.540779143E9	0.2332667821014458
1.546046764E9	0.3297870139100744
1.551314385E9	0.31320875211029797
1.556582006E9	0.5458365360757731
1.561849627E9	0.33890156486201267
1.567117248E9	0.4800248537242903
1.572384869E9	0.43283770795203375
1.57765249E9	0.5631223278971664
1.582920111E9	0.7009834230670734
1.588187732E9	0.656984243930989
1.593455353E9	0.8110617677315813
1.598722974E9	1.2796315452459468
1.603990595E9	0.9859297014724484
1.609258216E9	1.1533200661171332
1.6131777055E9	0.6486712468664417
1.615811516E9	0.7818313717912533
1.619793458E9	0.44003830192035454
1.625061079E9	0.4973436775348872
1.6303287E9	0.5382902452549263
1.635596321E9	0.4171399195196465
1.640863942E9	0.33472624549108604
1.646131563E9	0.2083612317590806
1.651399184E9	0.24952326676501593
1.656666805E9	0.2689253839636527
1.661934426E9	0.14597177739248896
1.667202047E9	0.20312888873364277
1.672469668E9	0.1699399026619417
1.677737289E9	0.28300916106151147
1.68300491E9	0.31801927283682707
1.688272531E9	0.2917390981621495
1.693540152E9	0.296624225622914
1.698807773E9	0.24731543898089858
1.704075394E9	0.2027932533490925
1.709343015E9	0.27483981858224044
1.714610636E9	0.23385945951692425
1.719878257E9	0.43118383042363906
1.725145878E9	0.2578583387073595
1.730413499E9	0.3173178176637993
1.73568112E9	1.6979355576264883
1.740948741E9	0.45473108258927514
1.746216362E9	0.2813930614977805
1.751483983E9	0.49937533470991935
1.756751604E9	0.44516243670529826
1.762019225E9	0.39483231614423286
1.767286846E9	0.5552212279509099
1.772554467E9	0.564037162126888
1.777822088E9	0.7575296324469812
1.783089709E9	1.0494572407544127
1.78835733E9	1.031481763779133
1.793288581E9	1.2712690491875633
1.7959223915E9	0.2355679757409995
1.798892572E9	0.6796028036185595
1.804160193E9	0.5792258023118976
1.809427814E9	0.5354453177250224
1.814695435E9	0.5747220614391202
1.819963056E9	0.6488179388760126
1.825230677E9	0.2850457540510223
1.830498298E9	0.35330370199374633
1.835765919E9	0.14689515437803896
1.84103354E9	0.20692794717007926
1.846301161E9	0.1871307749741297
1.851568782E9	0.17542226367462654
1.856836403E9	0.22342154076764445
1.862104024E9	0.1432688494483563
1.867371645E9	0.288145255704615
1.872639266E9	0.19787851100145587
1.877906887E9	0.18940789399996696
1.883174508E9	0.21847072900650977
1.888442129E9	0.5422818004560312
1.89370975E9	0.31440189034100974
1.898977371E9	0.27156851261698595
1.904244992E9	0.2936843785838047
1.909512613E9	0.4374695901622383
1.914780234E9	0.3652658382218463
1.920047855E9	0.4853226912110799
1.925315476E9	0.44875020431424356
1.930583097E9	0.5130050168757395
1.935850718E9	0.861042204820734
1.941118339E9	0.6850788999436368
1.94638596E9	0.9474734419959219
1.951653581E9	1.2638768051080365
1.9548215975E9	0.5142725839844554
1.957455408E9	0.8052521320086712
1.962188823E9	0.4517587730780176
1.967456444E9	0.29790032350467127
1.972724065E9	0.22940754469617308
1.977991686E9	0.2846567739022986
1.983259307E9	0.16485316616362491
1.988526928E9	7.326978915149742
1.993794549E9	0.20836502853944883
1.99906217E9	0.09895890383913346
2.004329791E9	0.905406254550204
2.009597412E9	0.1323166567982017
2.014865033E9	0.2052837514316235
2.020132654E9	0.23521225236211946
2.025400275E9	0.21036631147153526
2.030667896E9	0.4638572137213364
2.035935517E9	0.31107496154336084
2.041203138E9	0.42139364240517685
2.046470759E9	0.3417430752895852
2.05173838E9	0.2660559672003738
2.057006001E9	0.6126004509436044
2.062273622E9	0.38688622435061293
2.067541243E9	0.3384022882435923
2.072808864E9	0.36443092621887563
2.078076485E9	0.32986086128823616
2.083344106E9	0.5587791908339647
2.088611727E9	0.6490882696382295
2.093879348E9	0.5437680501311692
2.099146969E9	1.196114526842383
2.1040594485E9	1.2244013939716563
2.1064083095E9	195.72918566218374
2.1067633165E9	35.298939662588
